ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
211776_s_at,2.87E-02,1.40E-02,-2.48566,-4.33622,-1.0770308,EPB41L3,erythrocyte membrane protein band 4.1 like 3
226748_at,2.88E-02,1.40E-02,-2.485329,-4.33701,-0.7736948,LYSMD2,LysM domain containing 2
213185_at,2.88E-02,1.40E-02,-2.485261,-4.33718,-0.6012327,KIAA0556,KIAA0556
1565577_s_at,2.88E-02,1.40E-02,2.485119,-4.33752,0.3754486,,
234269_at,2.88E-02,1.40E-02,-2.485066,-4.33764,-1.3719365,,
243454_at,2.88E-02,1.40E-02,2.484993,-4.33782,0.6628917,,
212220_at,2.88E-02,1.40E-02,-2.484962,-4.33789,-1.0579838,PSME4,proteasome activator subunit 4
229661_at,2.88E-02,1.40E-02,-2.484953,-4.33791,-0.839909,SALL4,spalt like transcription factor 4
226235_at,2.88E-02,1.40E-02,-2.484522,-4.33895,-0.6994456,LINC00667,long intergenic non-protein coding RNA 667
236409_at,2.88E-02,1.40E-02,2.484327,-4.33941,0.4181793,,
228490_at,2.89E-02,1.41E-02,-2.483744,-4.34081,-0.8385603,ABHD2,abhydrolase domain containing 2
213485_s_at,2.89E-02,1.41E-02,-2.483488,-4.34142,-0.5428428,ABCC10,ATP binding cassette subfamily C member 10
203253_s_at,2.89E-02,1.41E-02,-2.483261,-4.34197,-0.4014424,PPIP5K2,diphosphoinositol pentakisphosphate kinase 2
234326_at,2.89E-02,1.41E-02,-2.48286,-4.34293,-0.7886633,,
216614_at,2.89E-02,1.41E-02,2.482792,-4.34309,1.2463812,,
219278_at,2.89E-02,1.41E-02,2.482703,-4.3433,0.8206933,MAP3K6,mitogen-activated protein kinase kinase kinase 6
238785_at,2.90E-02,1.41E-02,-2.482475,-4.34385,-0.5347117,,
227505_at,2.91E-02,1.42E-02,2.481108,-4.34712,0.5696687,MED28,mediator complex subunit 28
224991_at,2.91E-02,1.42E-02,-2.480257,-4.34916,-0.495799,CMIP,c-Maf inducing protein
221740_x_at,2.92E-02,1.42E-02,2.479887,-4.35004,0.6134627,LRRC37A2,leucine rich repeat containing 37 member A2
219892_at,2.92E-02,1.42E-02,-2.47959,-4.35075,-0.7255698,TM6SF1,transmembrane 6 superfamily member 1
210132_at,2.92E-02,1.42E-02,-2.479552,-4.35084,-0.7696333,EFNA3,ephrin A3
232262_at,2.92E-02,1.42E-02,2.478853,-4.35251,0.8049445,PIGL,phosphatidylinositol glycan anchor biosynthesis class L
227882_at,2.93E-02,1.43E-02,-2.478527,-4.35329,-0.6488799,FKRP,fukutin related protein
243397_at,2.93E-02,1.43E-02,2.478491,-4.35338,0.420571,,
219204_s_at,2.93E-02,1.43E-02,-2.478298,-4.35384,-0.9529116,SRR,serine racemase
218198_at,2.93E-02,1.43E-02,-2.477801,-4.35503,-0.3835109,DHX32,DEAH-box helicase 32 (putative)
228842_at,2.93E-02,1.43E-02,2.477796,-4.35504,0.3285108,,
201313_at,2.93E-02,1.43E-02,-2.477354,-4.35609,-1.4688995,ENO2,enolase 2
228718_at,2.93E-02,1.43E-02,2.477322,-4.35617,1.1293731,ZNF44,zinc finger protein 44
228980_at,2.94E-02,1.43E-02,-2.476798,-4.35742,-0.5684571,RAD51L3-RFFL///RFFL,RAD51L3-RFFL readthrough///ring finger and FYVE-like domain containing E3 ubiquitin protein ligase
224855_at,2.94E-02,1.43E-02,-2.47652,-4.35809,-0.4299804,MIR6741///PYCR2,microRNA 6741///pyrroline-5-carboxylate reductase family member 2
224697_at,2.94E-02,1.43E-02,-2.476517,-4.35809,-0.501191,DCAF5,DDB1 and CUL4 associated factor 5
221215_s_at,2.94E-02,1.43E-02,2.476435,-4.35829,0.9875296,RIPK4,receptor interacting serine/threonine kinase 4
213311_s_at,2.94E-02,1.44E-02,2.475923,-4.35951,0.4602246,TCF25,transcription factor 25
210220_at,2.95E-02,1.44E-02,-2.475653,-4.36016,-1.0320212,FZD2,frizzled class receptor 2
208141_s_at,2.95E-02,1.44E-02,2.475639,-4.36019,0.4054128,DOHH,deoxyhypusine hydroxylase/monooxygenase
218322_s_at,2.95E-02,1.44E-02,2.475379,-4.36081,1.1901975,ACSL5,acyl-CoA synthetase long-chain family member 5
222348_at,2.95E-02,1.44E-02,2.475248,-4.36112,1.0778125,MAST4,microtubule associated serine/threonine kinase family member 4
235448_at,2.95E-02,1.44E-02,2.475183,-4.36128,0.3132644,ZXDC,ZXD family zinc finger C
227132_at,2.95E-02,1.44E-02,2.475163,-4.36133,0.7013901,ZNF706,zinc finger protein 706
223018_at,2.95E-02,1.44E-02,2.475079,-4.36153,0.6485127,NOB1,NIN1/PSMD8 binding protein 1 homolog
239159_at,2.95E-02,1.44E-02,2.47504,-4.36162,0.4935209,GOSR2,golgi SNAP receptor complex member 2
209771_x_at,2.95E-02,1.44E-02,-2.474839,-4.3621,-0.9021374,CD24,CD24 molecule
219828_at,2.95E-02,1.44E-02,-2.474538,-4.36282,-0.7543097,RABL6,"RAB, member RAS oncogene family-like 6"
1553613_s_at,2.96E-02,1.44E-02,2.47369,-4.36484,2.2827407,FOXC1,forkhead box C1
214205_x_at,2.96E-02,1.44E-02,2.473688,-4.36485,0.6722373,GLRX3,glutaredoxin 3
1556321_a_at,2.96E-02,1.44E-02,2.473592,-4.36508,0.4039821,MESDC1,mesoderm development candidate 1
1567044_s_at,2.96E-02,1.45E-02,-2.473523,-4.36524,-0.5650654,,
217849_s_at,2.96E-02,1.45E-02,2.473281,-4.36582,0.6022528,CDC42BPB,CDC42 binding protein kinase beta
1553103_at,2.96E-02,1.45E-02,2.473219,-4.36597,0.3929888,NFX1,"nuclear transcription factor, X-box binding 1"
213398_s_at,2.96E-02,1.45E-02,2.473187,-4.36604,0.4186203,SDR39U1,short chain dehydrogenase/reductase family 39U member 1
201441_at,2.97E-02,1.45E-02,-2.472854,-4.36684,-0.3868473,COX6B1,cytochrome c oxidase subunit 6B1
204012_s_at,2.97E-02,1.45E-02,-2.472792,-4.36698,-0.6297634,LCMT2,leucine carboxyl methyltransferase 2
226139_at,2.97E-02,1.45E-02,2.472731,-4.36713,0.7577727,CCDC149,coiled-coil domain containing 149
243054_at,2.97E-02,1.45E-02,-2.472189,-4.36842,-0.9334767,,
218186_at,2.97E-02,1.45E-02,-2.471986,-4.36891,-1.2873644,RAB25,"RAB25, member RAS oncogene family"
239228_at,2.97E-02,1.45E-02,-2.47174,-4.36949,-0.9180672,,
241872_at,2.97E-02,1.45E-02,-2.471707,-4.36957,-1.0709492,,
212691_at,2.97E-02,1.45E-02,-2.47166,-4.36968,-0.4332024,NUP188,nucleoporin 188
1553955_at,2.97E-02,1.45E-02,-2.471555,-4.36993,-0.4120938,PPP1R21,protein phosphatase 1 regulatory subunit 21
204669_s_at,2.98E-02,1.45E-02,-2.471318,-4.3705,-0.9910292,RNF24,ring finger protein 24
205068_s_at,2.98E-02,1.45E-02,2.471269,-4.37061,0.8339262,ARHGAP26,Rho GTPase activating protein 26
202632_at,2.98E-02,1.45E-02,-2.471156,-4.37088,-0.3908686,OVCA2///DPH1,ovarian tumor suppressor candidate 2///diphthamide biosynthesis 1
208894_at,2.98E-02,1.45E-02,-2.471143,-4.37092,-2.1384952,HLA-DRA,"major histocompatibility complex, class II, DR alpha"
240247_at,2.98E-02,1.46E-02,-2.470914,-4.37146,-0.9835985,,
212945_s_at,2.98E-02,1.46E-02,-2.470421,-4.37264,-0.4190982,MGA,"MGA, MAX dimerization protein"
220246_at,2.98E-02,1.46E-02,-2.470379,-4.37274,-0.7099016,CAMK1D,calcium/calmodulin dependent protein kinase ID
201482_at,2.98E-02,1.46E-02,2.470211,-4.37314,0.6328797,QSOX1,quiescin sulfhydryl oxidase 1
203579_s_at,2.98E-02,1.46E-02,-2.470025,-4.37358,-0.6796764,SLC7A6,solute carrier family 7 member 6
229457_at,2.98E-02,1.46E-02,2.469989,-4.37367,0.2773239,ANKHD1,ankyrin repeat and KH domain containing 1
214682_at,2.99E-02,1.46E-02,-2.469638,-4.3745,-0.5327822,PKD1P1,"polycystin 1, transient receptor potential channel interacting pseudogene 1"
31874_at,2.99E-02,1.46E-02,2.469572,-4.37466,0.5571037,GAS2L1,growth arrest specific 2 like 1
226300_at,2.99E-02,1.46E-02,-2.469131,-4.37571,-0.4517036,MED19,mediator complex subunit 19
212348_s_at,2.99E-02,1.46E-02,-2.469079,-4.37583,-0.4626846,KDM1A,lysine demethylase 1A
234076_at,2.99E-02,1.46E-02,2.468728,-4.37667,0.125898,,
235229_at,2.99E-02,1.46E-02,-2.46855,-4.37709,-1.8018827,,
211930_at,3.00E-02,1.47E-02,-2.468421,-4.3774,-0.5028081,HNRNPA3,heterogeneous nuclear ribonucleoprotein A3
211712_s_at,3.00E-02,1.47E-02,-2.46817,-4.378,-1.6839449,ANXA9,annexin A9
206747_at,3.00E-02,1.47E-02,2.46768,-4.37917,0.5993314,GPRIN2,G protein regulated inducer of neurite outgrowth 2
211708_s_at,3.00E-02,1.47E-02,-2.467251,-4.38019,-1.6484423,SCD,stearoyl-CoA desaturase
244654_at,3.01E-02,1.47E-02,-2.466859,-4.38112,-0.9989579,MYO1G,myosin IG
222604_at,3.01E-02,1.47E-02,-2.466789,-4.38129,-0.4479027,GTF3C3,general transcription factor IIIC subunit 3
211421_s_at,3.01E-02,1.47E-02,-2.466133,-4.38285,-2.1312284,RET,ret proto-oncogene
241816_at,3.02E-02,1.48E-02,-2.465056,-4.38541,-0.6384958,,
211272_s_at,3.02E-02,1.48E-02,-2.464876,-4.38584,-0.5841792,DGKA,diacylglycerol kinase alpha
207358_x_at,3.02E-02,1.48E-02,-2.464587,-4.38652,-0.4646037,MACF1,microtubule-actin crosslinking factor 1
229141_at,3.03E-02,1.48E-02,2.464457,-4.38683,0.7555772,SFT2D3///WDR33,SFT2 domain containing 3///WD repeat domain 33
210835_s_at,3.03E-02,1.48E-02,2.464446,-4.38686,0.5063839,CTBP2,C-terminal binding protein 2
218147_s_at,3.03E-02,1.48E-02,-2.463914,-4.38812,-0.4903582,GLT8D1,glycosyltransferase 8 domain containing 1
78383_at,3.03E-02,1.48E-02,2.463891,-4.38818,0.4187916,TOPORS-AS1,TOPORS antisense RNA 1
202525_at,3.03E-02,1.48E-02,-2.463696,-4.38864,-1.1926188,PRSS8,"protease, serine 8"
209307_at,3.03E-02,1.49E-02,-2.463356,-4.38945,-0.5858112,SWAP70,SWAP switching B-cell complex 70kDa subunit
242645_at,3.04E-02,1.49E-02,-2.463113,-4.39003,-0.4021952,,
223462_at,3.04E-02,1.49E-02,2.462703,-4.391,0.3505303,TMEM175,transmembrane protein 175
227168_at,3.04E-02,1.49E-02,-2.462627,-4.39118,-0.6989195,MIAT,myocardial infarction associated transcript (non-protein coding)
206734_at,3.04E-02,1.49E-02,2.46207,-4.39251,0.7754918,JRKL,JRK-like
227237_x_at,3.04E-02,1.49E-02,2.461859,-4.39301,0.4416781,ATAD3B,"ATPase family, AAA domain containing 3B"
200772_x_at,3.05E-02,1.49E-02,-2.46161,-4.3936,-0.3279364,LOC100506248///MIR1244-2///MIR1244-3///MIR1244-1///LOC728026///PTMA,"prothymosin alpha///microRNA 1244-2///microRNA 1244-3///microRNA 1244-1///prothymosin alpha-like///prothymosin, alpha"
209109_s_at,3.05E-02,1.49E-02,-2.461571,-4.39369,-0.9361156,TSPAN6,tetraspanin 6
220764_at,3.05E-02,1.49E-02,-2.461486,-4.39389,-0.3640322,PPP4R2,protein phosphatase 4 regulatory subunit 2
221973_at,3.05E-02,1.49E-02,-2.46136,-4.39419,-1.2806277,LOC100506123///LOC100506076,uncharacterized LOC100506123///uncharacterized LOC100506076
228240_at,3.05E-02,1.50E-02,2.46072,-4.39571,0.6907767,AGAP1,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1"
233025_at,3.05E-02,1.50E-02,2.46065,-4.39588,1.3356201,PDZD2,PDZ domain containing 2
209114_at,3.06E-02,1.50E-02,-2.460384,-4.39651,-1.6460041,TSPAN1,tetraspanin 1
232609_at,3.06E-02,1.50E-02,-2.460156,-4.39705,-0.4406378,CRB3,"crumbs 3, cell polarity complex component"
220974_x_at,3.06E-02,1.50E-02,2.459408,-4.39883,0.7401972,SFXN3,sideroflexin 3
226481_at,3.06E-02,1.50E-02,-2.459279,-4.39913,-0.3263358,DCAF1,DDB1 and CUL4 associated factor 1
210679_x_at,3.06E-02,1.50E-02,2.459238,-4.39923,0.5554984,,
209494_s_at,3.07E-02,1.50E-02,-2.45905,-4.39968,-0.9930806,PATZ1,POZ/BTB and AT hook containing zinc finger 1
235879_at,3.07E-02,1.50E-02,2.458749,-4.40039,0.7408907,,
200974_at,3.07E-02,1.50E-02,2.458633,-4.40066,1.6814235,ACTA2,"actin, alpha 2, smooth muscle, aorta"
201305_x_at,3.07E-02,1.51E-02,2.4583,-4.40145,0.4106443,ANP32B,acidic nuclear phosphoprotein 32 family member B
211373_s_at,3.07E-02,1.51E-02,-2.458233,-4.40161,-0.5402032,PSEN2,presenilin 2
229891_x_at,3.07E-02,1.51E-02,2.458046,-4.40206,0.6818553,GPALPP1,GPALPP motifs containing 1
209662_at,3.08E-02,1.51E-02,-2.457241,-4.40397,-0.4722645,CETN3,centrin 3
225747_at,3.08E-02,1.51E-02,2.457024,-4.40448,0.6865137,COQ10A,coenzyme Q10A
230819_at,3.08E-02,1.51E-02,2.456757,-4.40511,0.1966815,C2CD4C,C2 calcium dependent domain containing 4C
213424_at,3.08E-02,1.51E-02,-2.456534,-4.40564,-0.7000879,KIAA0895,KIAA0895
212426_s_at,3.08E-02,1.51E-02,-2.456467,-4.4058,-0.3730704,YWHAQ,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta
208284_x_at,3.09E-02,1.52E-02,2.455694,-4.40763,1.082835,GGT2///GGTLC1///GGTLC2///GGT1,gamma-glutamyltransferase 2///gamma-glutamyltransferase light chain 1///gamma-glutamyltransferase light chain 2///gamma-glutamyltransferase 1
201310_s_at,3.09E-02,1.52E-02,-2.455611,-4.40783,-1.109146,NREP,neuronal regeneration related protein
233961_at,3.09E-02,1.52E-02,2.455503,-4.40809,0.099017,,
202858_at,3.09E-02,1.52E-02,-2.455418,-4.40829,-0.5008081,U2AF1,U2 small nuclear RNA auxiliary factor 1
219192_at,3.09E-02,1.52E-02,-2.455318,-4.40852,-0.4743238,UBAP2,ubiquitin associated protein 2
225667_s_at,3.09E-02,1.52E-02,-2.455302,-4.40856,-1.4737017,FAM84A,family with sequence similarity 84 member A
225311_at,3.09E-02,1.52E-02,2.455176,-4.40886,0.8664439,IVD,isovaleryl-CoA dehydrogenase
203454_s_at,3.10E-02,1.52E-02,-2.454947,-4.4094,-0.5056389,ATOX1,antioxidant 1 copper chaperone
209179_s_at,3.10E-02,1.52E-02,-2.454637,-4.41014,-0.5402394,MBOAT7,membrane bound O-acyltransferase domain containing 7
205059_s_at,3.10E-02,1.52E-02,2.454615,-4.41019,1.1786979,IDUA,"iduronidase, alpha-L-"
207008_at,3.10E-02,1.52E-02,2.454513,-4.41043,0.2864302,CXCR2,C-X-C motif chemokine receptor 2
242989_at,3.10E-02,1.52E-02,2.454464,-4.41055,0.6897537,STRN,striatin
231513_at,3.10E-02,1.52E-02,-2.45409,-4.41143,-1.1045371,,
226522_at,3.10E-02,1.52E-02,2.453894,-4.4119,1.06093,PODN,podocan
242881_x_at,3.10E-02,1.52E-02,-2.453623,-4.41254,-1.2950031,DUXAP10,double homeobox A pseudogene 10
231772_x_at,3.11E-02,1.53E-02,-2.453445,-4.41296,-0.8674461,CENPH,centromere protein H
204007_at,3.11E-02,1.53E-02,-2.453412,-4.41304,-0.6226435,FCGR3B,Fc fragment of IgG receptor IIIb
230391_at,3.11E-02,1.53E-02,-2.453153,-4.41365,-1.3576906,CD84,CD84 molecule
202410_x_at,3.11E-02,1.53E-02,2.452483,-4.41524,0.9401079,INS-IGF2///IGF2,INS-IGF2 readthrough///insulin like growth factor 2
230769_at,3.12E-02,1.53E-02,2.452053,-4.41626,0.4841895,DENND2C,DENN domain containing 2C
211082_x_at,3.12E-02,1.53E-02,-2.452023,-4.41633,-0.4555125,MARK2,microtubule affinity regulating kinase 2
223019_at,3.12E-02,1.53E-02,-2.451721,-4.41704,-0.4995907,FAM129B,family with sequence similarity 129 member B
205841_at,3.13E-02,1.54E-02,-2.450913,-4.41895,-0.8082702,JAK2,Janus kinase 2
229580_at,3.13E-02,1.54E-02,2.450816,-4.41918,2.4252533,CLSTN2,calsyntenin 2
234276_at,3.13E-02,1.54E-02,-2.450658,-4.41956,-0.8336649,,
209565_at,3.13E-02,1.54E-02,-2.45055,-4.41981,-0.4702438,RNF113A,ring finger protein 113A
1561181_at,3.13E-02,1.54E-02,2.450445,-4.42006,0.8003183,,
206748_s_at,3.13E-02,1.54E-02,-2.449959,-4.42121,-0.7759645,SPAG9,sperm associated antigen 9
33646_g_at,3.13E-02,1.54E-02,-2.449887,-4.42138,-0.9622925,GM2A,GM2 ganglioside activator
219547_at,3.13E-02,1.54E-02,2.449861,-4.42144,0.4414612,COX15,"COX15, cytochrome c oxidase assembly homolog"
209070_s_at,3.13E-02,1.54E-02,-2.449818,-4.42154,-1.407072,RGS5,regulator of G-protein signaling 5
222131_x_at,3.13E-02,1.54E-02,2.449764,-4.42167,0.3643301,RHOT2,ras homolog family member T2
221927_s_at,3.13E-02,1.54E-02,-2.449678,-4.42187,-0.6809811,ABHD11,abhydrolase domain containing 11
219143_s_at,3.14E-02,1.54E-02,-2.449319,-4.42272,-1.0342469,RPP25,ribonuclease P/MRP subunit p25
235259_at,3.14E-02,1.54E-02,2.449062,-4.42333,0.5168583,PACRGL,PARK2 coregulated like
204573_at,3.14E-02,1.54E-02,2.448709,-4.42416,0.9185688,CROT,carnitine O-octanoyltransferase
238469_at,3.14E-02,1.55E-02,-2.448566,-4.4245,-1.2656712,OGFRL1,opioid growth factor receptor like 1
1554352_s_at,3.15E-02,1.55E-02,-2.447963,-4.42593,-0.4165273,DENND4A,DENN domain containing 4A
206790_s_at,3.15E-02,1.55E-02,2.447809,-4.42629,0.3567895,NDUFB1,NADH:ubiquinone oxidoreductase subunit B1
220295_x_at,3.15E-02,1.55E-02,-2.447058,-4.42806,-1.127454,DEPDC1,DEP domain containing 1
1553030_a_at,3.15E-02,1.55E-02,-2.446995,-4.42821,-0.6991576,SUOX,sulfite oxidase
214459_x_at,3.16E-02,1.56E-02,-2.446201,-4.43009,-0.5529036,HLA-C,"major histocompatibility complex, class I, C"
203826_s_at,3.16E-02,1.56E-02,-2.446061,-4.43042,-0.5406544,PITPNM1,phosphatidylinositol transfer protein membrane associated 1
226282_at,3.16E-02,1.56E-02,2.445943,-4.4307,0.8050185,PTPN14,"protein tyrosine phosphatase, non-receptor type 14"
209629_s_at,3.16E-02,1.56E-02,-2.445769,-4.43111,-1.3062106,NXT2,nuclear transport factor 2 like export factor 2
1560141_at,3.16E-02,1.56E-02,2.445758,-4.43114,0.5114638,LOC100133039,uncharacterized LOC100133039
204264_at,3.17E-02,1.56E-02,-2.445564,-4.43159,-0.4442544,CPT2,carnitine palmitoyltransferase 2
201041_s_at,3.17E-02,1.56E-02,-2.445182,-4.43249,-1.0783232,DUSP1,dual specificity phosphatase 1
212763_at,3.17E-02,1.56E-02,-2.445047,-4.43281,-0.7107985,CAMSAP2,calmodulin regulated spectrin associated protein family member 2
227935_s_at,3.17E-02,1.56E-02,-2.444755,-4.4335,-0.6335751,PCGF5,polycomb group ring finger 5
212521_s_at,3.17E-02,1.56E-02,-2.444687,-4.43366,-0.5710027,PDE8A,phosphodiesterase 8A
229706_at,3.17E-02,1.56E-02,-2.444292,-4.43459,-0.7533048,TCERG1,transcription elongation regulator 1
204404_at,3.18E-02,1.56E-02,-2.444196,-4.43482,-1.6257782,SLC12A2,solute carrier family 12 member 2
214972_at,3.18E-02,1.57E-02,-2.443656,-4.4361,-0.5032247,MGEA5,meningioma expressed antigen 5 (hyaluronidase)
237398_at,3.19E-02,1.57E-02,2.442839,-4.43802,0.5487192,,
244687_at,3.19E-02,1.57E-02,2.44279,-4.43814,0.553769,DBT,dihydrolipoamide branched chain transacylase E2
222549_at,3.19E-02,1.57E-02,-2.442733,-4.43827,-1.9027341,CLDN1,claudin 1
237215_s_at,3.19E-02,1.57E-02,-2.442425,-4.439,-1.3664515,TFRC,transferrin receptor
211114_x_at,3.19E-02,1.57E-02,-2.442271,-4.43936,-0.6999399,GEMIN2,gem nuclear organelle associated protein 2
1557543_at,3.19E-02,1.57E-02,-2.442099,-4.43977,-1.0196836,,
222871_at,3.19E-02,1.57E-02,2.44176,-4.44057,0.2506307,KLHDC8A,kelch domain containing 8A
44654_at,3.20E-02,1.58E-02,2.441394,-4.44143,0.4907712,G6PC3,glucose-6-phosphatase catalytic subunit 3
225254_at,3.20E-02,1.58E-02,2.441122,-4.44207,0.3110962,CCDC97,coiled-coil domain containing 97
201448_at,3.20E-02,1.58E-02,-2.440713,-4.44303,-0.5080456,TIA1,TIA1 cytotoxic granule-associated RNA binding protein
201678_s_at,3.21E-02,1.58E-02,-2.44017,-4.44431,-0.5562703,HMCES,"5-hydroxymethylcytosine (hmC) binding, ES cell-specific"
243683_at,3.21E-02,1.58E-02,-2.440084,-4.44452,-0.9741606,MORF4L2,mortality factor 4 like 2
229064_s_at,3.21E-02,1.58E-02,-2.43995,-4.44483,-0.5608344,RCAN3,RCAN family member 3
227223_at,3.21E-02,1.58E-02,-2.439277,-4.44642,-0.6432463,RBM39,RNA binding motif protein 39
240238_at,3.22E-02,1.59E-02,2.438879,-4.44735,0.6985134,,
219928_s_at,3.22E-02,1.59E-02,-2.438568,-4.44809,-1.2398102,CABYR,calcium binding tyrosine phosphorylation regulated
227407_at,3.23E-02,1.59E-02,2.437854,-4.44977,0.8494184,TAPT1,transmembrane anterior posterior transformation 1
206576_s_at,3.23E-02,1.59E-02,-2.437839,-4.4498,-1.0963987,CEACAM1,carcinoembryonic antigen related cell adhesion molecule 1
1552670_a_at,3.23E-02,1.59E-02,-2.437142,-4.45144,-1.0745947,PPP1R3B,protein phosphatase 1 regulatory subunit 3B
201044_x_at,3.23E-02,1.59E-02,-2.436973,-4.45184,-0.9249748,DUSP1,dual specificity phosphatase 1
212653_s_at,3.23E-02,1.59E-02,2.43688,-4.45206,0.5906063,EHBP1,EH domain binding protein 1
1560101_at,3.24E-02,1.60E-02,-2.436573,-4.45278,-0.826643,SYDE2,synapse defective Rho GTPase homolog 2
209296_at,3.24E-02,1.60E-02,-2.436341,-4.45333,-0.3181023,PPM1B,"protein phosphatase, Mg2+/Mn2+ dependent 1B"
225561_at,3.24E-02,1.60E-02,-2.435836,-4.45452,-0.5783437,SELT,selenoprotein T
204086_at,3.24E-02,1.60E-02,-2.435723,-4.45478,-2.0619246,PRAME,preferentially expressed antigen in melanoma
235385_at,3.25E-02,1.60E-02,-2.435261,-4.45587,-0.818115,1-Mar,membrane associated ring-CH-type finger 1
205590_at,3.25E-02,1.60E-02,-2.435203,-4.456,-1.6981697,RASGRP1,RAS guanyl releasing protein 1
223741_s_at,3.25E-02,1.60E-02,2.434717,-4.45715,0.804392,TTYH2,tweety family member 2
222407_s_at,3.25E-02,1.61E-02,-2.434219,-4.45832,-0.4564891,ZNF106,zinc finger protein 106
210821_x_at,3.26E-02,1.61E-02,-2.434116,-4.45856,-0.9553454,CENPA,centromere protein A
218452_at,3.26E-02,1.61E-02,-2.43355,-4.45989,-0.3606829,SMARCAL1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1"
223208_at,3.26E-02,1.61E-02,-2.433521,-4.45996,-0.315403,KCTD10,potassium channel tetramerization domain containing 10
1553987_at,3.26E-02,1.61E-02,-2.433265,-4.46056,-0.3936637,MAPKAPK5-AS1,MAPKAPK5 antisense RNA 1
215238_s_at,3.26E-02,1.61E-02,2.433006,-4.46117,0.2159626,DOCK9,dedicator of cytokinesis 9
219321_at,3.27E-02,1.61E-02,-2.432326,-4.46277,-0.652257,MPP5,membrane palmitoylated protein 5
204695_at,3.27E-02,1.61E-02,-2.432172,-4.46313,-0.8768974,CDC25A,cell division cycle 25A
211004_s_at,3.27E-02,1.61E-02,2.432108,-4.46328,0.3093749,ALDH3B1,aldehyde dehydrogenase 3 family member B1
229410_at,3.27E-02,1.61E-02,-2.432102,-4.46329,-0.4251909,SLC35E1,solute carrier family 35 member E1
227211_at,3.27E-02,1.61E-02,-2.43209,-4.46332,-1.0017398,PHF19,PHD finger protein 19
217979_at,3.27E-02,1.62E-02,-2.431696,-4.46425,-0.926245,TSPAN13,tetraspanin 13
209309_at,3.28E-02,1.62E-02,2.431303,-4.46517,2.444508,AZGP1,"alpha-2-glycoprotein 1, zinc-binding"
40020_at,3.28E-02,1.62E-02,-2.431168,-4.46548,-1.1138738,CELSR3,cadherin EGF LAG seven-pass G-type receptor 3
44065_at,3.28E-02,1.62E-02,-2.430629,-4.46675,-0.627422,RITA1,RBPJ interacting and tubulin associated 1
235851_s_at,3.28E-02,1.62E-02,-2.430562,-4.46691,-0.4807771,,
1558346_at,3.28E-02,1.62E-02,-2.430456,-4.46716,-0.3676234,COX17,"COX17, cytochrome c oxidase copper chaperone"
242099_at,3.29E-02,1.62E-02,-2.430139,-4.4679,-0.8329644,,
229874_x_at,3.29E-02,1.62E-02,2.430037,-4.46814,0.6956017,LOC105376805,uncharacterized LOC105376805
201874_at,3.29E-02,1.62E-02,-2.430036,-4.46814,-0.5114279,MPZL1,myelin protein zero like 1
200002_at,3.29E-02,1.62E-02,2.42974,-4.46884,0.2955107,RPL35,ribosomal protein L35
240908_at,3.29E-02,1.62E-02,-2.429676,-4.46899,-0.9879272,,
210867_at,3.29E-02,1.63E-02,2.429553,-4.46928,0.4000194,CNOT4,CCR4-NOT transcription complex subunit 4
214819_at,3.29E-02,1.63E-02,2.429489,-4.46943,0.1889013,IQSEC2,IQ motif and Sec7 domain 2
204089_x_at,3.29E-02,1.63E-02,2.429143,-4.47024,0.4918406,MAP3K4,mitogen-activated protein kinase kinase kinase 4
215909_x_at,3.29E-02,1.63E-02,2.429131,-4.47027,0.2562522,MINK1,misshapen like kinase 1
218527_at,3.30E-02,1.63E-02,-2.428871,-4.47088,-0.4804526,APTX,aprataxin
226533_at,3.30E-02,1.63E-02,-2.428846,-4.47093,-0.6509782,HINT3,histidine triad nucleotide binding protein 3
218952_at,3.30E-02,1.63E-02,-2.42873,-4.47121,-1.0348809,PCSK1N,proprotein convertase subtilisin/kexin type 1 inhibitor
1555761_x_at,3.30E-02,1.63E-02,-2.428713,-4.47125,-0.2858756,RBM15,RNA binding motif protein 15
218916_at,3.30E-02,1.63E-02,2.428468,-4.47182,0.398731,ZNF768///ZNF747,zinc finger protein 768///zinc finger protein 747
204806_x_at,3.30E-02,1.63E-02,-2.428412,-4.47195,-0.7832324,HLA-F,"major histocompatibility complex, class I, F"
200672_x_at,3.30E-02,1.63E-02,2.427983,-4.47296,0.4529592,SPTBN1,"spectrin beta, non-erythrocytic 1"
225955_at,3.31E-02,1.63E-02,-2.42752,-4.47404,-0.6780079,METRNL,"meteorin like, glial cell differentiation regulator"
202901_x_at,3.31E-02,1.64E-02,-2.427322,-4.47451,-1.0175675,CTSS,cathepsin S
226834_at,3.31E-02,1.64E-02,2.426711,-4.47594,1.3692349,CLMP,CXADR like membrane protein
221765_at,3.31E-02,1.64E-02,-2.426632,-4.47613,-0.8962687,UGCG,UDP-glucose ceramide glucosyltransferase
1560026_at,3.32E-02,1.64E-02,-2.426258,-4.477,-0.5292666,,
200814_at,3.32E-02,1.64E-02,-2.425987,-4.47764,-0.4889726,PSME1,proteasome activator subunit 1
