ID,adj.P.Val,P.Value,t,B,logFC,GI,Gene.symbol,Gene.title
ILMN_1870093,8.35E-02,2.96E-02,2.6215915,-5.27106,0.22572689,22333593,,
ILMN_1906532,8.36E-02,2.96E-02,2.6214949,-5.27122,0.25697536,16554094,LOC105377205,uncharacterized LOC105377205
ILMN_2206953,8.36E-02,2.96E-02,2.6209985,-5.27201,0.37270051,254939660,PLCL1,phospholipase C like 1
ILMN_1789140,8.36E-02,2.96E-02,-2.6208546,-5.27224,-0.47061691,242117947,SH3D21,SH3 domain containing 21
ILMN_1663512,8.36E-02,2.96E-02,2.6206632,-5.27255,0.57010536,17017987,COX5B,cytochrome c oxidase subunit 5B
ILMN_1819684,8.37E-02,2.96E-02,2.6203698,-5.27302,0.20294078,5836906,,
ILMN_1854873,8.37E-02,2.96E-02,2.6203674,-5.27303,0.28260266,27830123,,
ILMN_1683491,8.37E-02,2.96E-02,2.6199887,-5.27364,0.27460143,NA,,
ILMN_1682165,8.37E-02,2.96E-02,2.6199765,-5.27365,1.22094835,349732259,NT5C2,"5'-nucleotidase, cytosolic II"
ILMN_1819901,8.37E-02,2.96E-02,-2.6197166,-5.27407,-0.32521537,15161492,C10orf71-AS1,C10orf71 antisense RNA 1
ILMN_2145280,8.38E-02,2.97E-02,-2.6190411,-5.27516,-0.3318472,145312240,DEF6,"DEF6, guanine nucleotide exchange factor"
ILMN_1862305,8.38E-02,2.97E-02,-2.6190342,-5.27517,-0.24755764,3753618,,
ILMN_1675282,8.39E-02,2.97E-02,-2.6185999,-5.27587,-0.2564222,NA,,
ILMN_1833664,8.39E-02,2.97E-02,-2.6185467,-5.27595,-0.27120059,6038018,,
ILMN_1788315,8.39E-02,2.97E-02,2.6181381,-5.27661,0.64708561,662236800,SIN3B,SIN3 transcription regulator family member B
ILMN_2203858,8.39E-02,2.97E-02,-2.6180928,-5.27668,-0.3408158,258613918,OR10J1,olfactory receptor family 10 subfamily J member 1
ILMN_1719876,8.39E-02,2.97E-02,-2.618057,-5.27674,-0.45860109,155722999,KIAA1804,mixed lineage kinase 4
ILMN_2217630,8.40E-02,2.97E-02,-2.617554,-5.27755,-0.41257172,166064024,CDKL3,cyclin dependent kinase like 3
ILMN_1791511,8.40E-02,2.98E-02,2.6174489,-5.27771,1.83865575,32484986,TMEM176A,transmembrane protein 176A
ILMN_1876926,8.40E-02,2.98E-02,2.6173456,-5.27788,0.28152151,27878347,,
ILMN_1821390,8.41E-02,2.98E-02,2.6168276,-5.27871,0.28348436,18994223,,
ILMN_1787292,8.41E-02,2.98E-02,-2.6166756,-5.27896,-0.37065744,281427266,CDC20B,cell division cycle 20B
ILMN_1731673,8.41E-02,2.98E-02,-2.6164295,-5.27935,-0.31112159,NA,,
ILMN_1761388,8.41E-02,2.98E-02,2.6162946,-5.27957,0.17997383,568397034,DAB2IP,DAB2 interacting protein
ILMN_1654279,8.41E-02,2.98E-02,2.6159946,-5.28005,0.38636111,NA,,
ILMN_1664294,8.41E-02,2.98E-02,-2.6159505,-5.28012,-1.07983162,186928834,P3H1,prolyl 3-hydroxylase 1
ILMN_1726617,8.41E-02,2.98E-02,-2.615929,-5.28015,-0.30975091,55769558,ZNF182,zinc finger protein 182
ILMN_1769782,8.42E-02,2.98E-02,2.6157986,-5.28036,0.50626631,209954815,LAX1,lymphocyte transmembrane adaptor 1
ILMN_1840252,8.42E-02,2.98E-02,-2.6153621,-5.28106,-0.28900525,27823681,PRR23A,proline rich 23A
ILMN_1693227,8.42E-02,2.99E-02,-2.6153484,-5.28109,-0.43727563,312283634,ZC3H7A,zinc finger CCCH-type containing 7A
ILMN_1916362,8.42E-02,2.99E-02,-2.6150578,-5.28155,-0.17668883,3784643,,
ILMN_1894712,8.43E-02,2.99E-02,-2.6145674,-5.28234,-0.30211264,23959017,LOC101929759,uncharacterized LOC101929759
ILMN_1850490,8.43E-02,2.99E-02,-2.6144854,-5.28247,-0.23349832,23289515,,
ILMN_1727756,8.43E-02,2.99E-02,-2.614402,-5.28261,-0.29188958,21361855,IDI2,isopentenyl-diphosphate delta isomerase 2
ILMN_1874093,8.43E-02,2.99E-02,-2.6142504,-5.28285,-0.29573494,2767351,,
ILMN_1757606,8.43E-02,2.99E-02,2.6141539,-5.283,0.23554554,NA,,
ILMN_1704576,8.44E-02,2.99E-02,2.6138433,-5.2835,0.33903697,304434533,TP53AIP1,tumor protein p53 regulated apoptosis inducing protein 1
ILMN_1768901,8.44E-02,2.99E-02,-2.6138376,-5.28351,-0.24826574,NA,,
ILMN_1914004,8.44E-02,2.99E-02,-2.6134711,-5.2841,-0.20750872,24719541,,
ILMN_1660721,8.44E-02,2.99E-02,2.6133806,-5.28425,0.20164925,749502306,STX1B,syntaxin 1B
ILMN_1873261,8.44E-02,2.99E-02,2.6133289,-5.28433,0.18899723,3148308,FBXO45,F-box protein 45
ILMN_1779674,8.45E-02,3.00E-02,2.6122538,-5.28606,0.82709676,194097397,PTPRG,"protein tyrosine phosphatase, receptor type G"
ILMN_1709092,8.45E-02,3.00E-02,2.6122489,-5.28606,0.21203474,108773779,ABCC13,ATP binding cassette subfamily C member 13 (pseudogene)
ILMN_1660085,8.46E-02,3.00E-02,2.6120592,-5.28637,0.23782165,725503309,PRTG,protogenin
ILMN_1813361,8.46E-02,3.00E-02,2.6120545,-5.28638,1.02841195,498917154,ANGPTL7,angiopoietin like 7
ILMN_1831711,8.46E-02,3.00E-02,2.6119036,-5.28662,0.18829584,27843023,,
ILMN_1703081,8.46E-02,3.00E-02,2.6114194,-5.2874,0.29065679,62912471,LGR6,leucine rich repeat containing G protein-coupled receptor 6
ILMN_1680480,8.46E-02,3.00E-02,-2.6112668,-5.28764,-0.23967177,NA,,
ILMN_1684730,8.47E-02,3.01E-02,2.610978,-5.2881,0.28322535,NA,,
ILMN_1796772,8.47E-02,3.01E-02,-2.6109469,-5.28815,-0.83829022,307746877,ARHGAP28,Rho GTPase activating protein 28
ILMN_1695891,8.47E-02,3.01E-02,2.6107309,-5.2885,0.71138211,NA,,
ILMN_1794858,8.47E-02,3.01E-02,-2.6106924,-5.28856,-0.21565485,NA,,
ILMN_1734478,8.47E-02,3.01E-02,2.6103333,-5.28914,0.20744556,503776431,PIP5K1B,phosphatidylinositol-4-phosphate 5-kinase type 1 beta
ILMN_1727389,8.48E-02,3.01E-02,2.6099611,-5.28974,0.4490778,118402579,CDC16,cell division cycle 16
ILMN_1657701,8.48E-02,3.01E-02,2.6098507,-5.28991,0.54494172,NA,,
ILMN_1685318,8.48E-02,3.01E-02,2.6097385,-5.29009,0.29906886,126090912,EN2,engrailed homeobox 2
ILMN_1798458,8.48E-02,3.01E-02,-2.6097182,-5.29013,-0.80342397,157837982,KAZN,"kazrin, periplakin interacting protein"
ILMN_1804445,8.48E-02,3.01E-02,-2.6096225,-5.29028,-0.44886996,371872959,ATF7IP2,activating transcription factor 7 interacting protein 2
ILMN_1858639,8.48E-02,3.01E-02,-2.6095613,-5.29038,-0.2326382,6472884,,
ILMN_1851354,8.48E-02,3.01E-02,-2.6095528,-5.29039,-0.21485825,82056042,,
ILMN_1794349,8.48E-02,3.01E-02,-2.6095364,-5.29042,-0.46324368,255760023,XYLB,xylulokinase
ILMN_2209045,8.48E-02,3.01E-02,-2.6093199,-5.29077,-0.36160708,380254475,POU3F2,POU class 3 homeobox 2
ILMN_1667756,8.48E-02,3.01E-02,2.6092588,-5.29086,0.20397695,238018043,DMD,dystrophin
ILMN_1892255,8.48E-02,3.01E-02,-2.609108,-5.29111,-0.22117265,3735319,,
ILMN_2205322,8.48E-02,3.01E-02,-2.6090919,-5.29113,-0.20555855,214010151,TREML4,triggering receptor expressed on myeloid cells like 4
ILMN_1886493,8.48E-02,3.02E-02,2.6090012,-5.29128,0.51394628,10439219,HNRNPA2B1,heterogeneous nuclear ribonucleoprotein A2/B1
ILMN_1714563,8.49E-02,3.02E-02,2.6088067,-5.29159,0.28376137,68077167,DNAJC21,DnaJ heat shock protein family (Hsp40) member C21
ILMN_1665723,8.49E-02,3.02E-02,-2.6086657,-5.29182,-0.18224805,NA,,
ILMN_1802181,8.49E-02,3.02E-02,-2.6086473,-5.29185,-0.91542434,NA,,
ILMN_1876078,8.49E-02,3.02E-02,-2.6085947,-5.29193,-0.24991343,11599814,,
ILMN_1668386,8.49E-02,3.02E-02,2.6084316,-5.29219,0.23361947,30387649,LCE1E,late cornified envelope 1E
ILMN_1660669,8.49E-02,3.02E-02,-2.608218,-5.29253,-0.29907669,NA,,
ILMN_1704976,8.49E-02,3.02E-02,2.6080313,-5.29283,0.26812738,NA,,
ILMN_1678605,8.49E-02,3.02E-02,-2.6079759,-5.29292,-1.139206,221316619,CDC123,cell division cycle 123
ILMN_1769859,8.50E-02,3.02E-02,2.6076995,-5.29337,0.19560016,538260587,PCDHB9,protocadherin beta 9
ILMN_1797181,8.50E-02,3.02E-02,2.6075189,-5.29366,0.34693114,256355083,LOC93622,Morf4 family associated protein 1 like 1 pseudogene
ILMN_1663873,8.50E-02,3.02E-02,-2.6074611,-5.29375,-1.16880606,296010793,MMP13,matrix metallopeptidase 13
ILMN_1854945,8.50E-02,3.02E-02,-2.6073428,-5.29394,-0.28762856,7277879,,
ILMN_1784763,8.50E-02,3.02E-02,-2.6072448,-5.2941,-0.2775116,NA,,
ILMN_1820505,8.50E-02,3.02E-02,-2.6071184,-5.2943,-0.2549365,2140439,,
ILMN_1852461,8.50E-02,3.02E-02,2.6069769,-5.29453,0.23375091,12411139,,
ILMN_1668453,8.50E-02,3.03E-02,-2.6068982,-5.29465,-0.24429757,62865607,TRIM36,tripartite motif containing 36
ILMN_1676694,8.51E-02,3.03E-02,2.6065678,-5.29518,0.22705758,NA,,
ILMN_1679280,8.51E-02,3.03E-02,2.6065081,-5.29528,1.61141351,NA,,
ILMN_1665132,8.51E-02,3.03E-02,2.6064939,-5.2953,0.21313067,188536059,CD36,CD36 molecule
ILMN_1814304,8.51E-02,3.03E-02,-2.6064696,-5.29534,-0.31856864,NA,,
ILMN_1716309,8.51E-02,3.03E-02,2.606129,-5.29589,0.32337154,268607665,EGFL6,EGF like domain multiple 6
ILMN_1793239,8.51E-02,3.03E-02,2.6060636,-5.29599,0.24258382,NA,,
ILMN_1864587,8.51E-02,3.03E-02,2.6059911,-5.29611,0.27909912,5863084,,
ILMN_1698756,8.51E-02,3.03E-02,2.6059674,-5.29615,0.23283914,NA,,
ILMN_1917142,8.51E-02,3.03E-02,-2.6057257,-5.29653,-0.28696054,82328409,,
ILMN_1723874,8.51E-02,3.03E-02,-2.6056656,-5.29663,-0.50320517,186928845,MRPS6,mitochondrial ribosomal protein S6
ILMN_1786612,8.52E-02,3.03E-02,2.6052544,-5.29729,0.50607675,30410791,PSME2,proteasome activator subunit 2
ILMN_1668526,8.52E-02,3.03E-02,2.605095,-5.29755,0.87085832,157787204,GVINP1,"GTPase, very large interferon inducible pseudogene 1"
ILMN_1689814,8.52E-02,3.03E-02,2.6050275,-5.29766,0.20356919,56237017,DUSP13,dual specificity phosphatase 13
ILMN_1824666,8.52E-02,3.04E-02,-2.6047598,-5.29809,-0.86358738,21733442,,
ILMN_2127379,8.52E-02,3.04E-02,-2.6047446,-5.29811,-0.60512336,229892272,ST6GALNAC3,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3"
ILMN_1883844,8.53E-02,3.04E-02,2.6045962,-5.29835,0.30424659,NA,,
ILMN_1871395,8.53E-02,3.04E-02,-2.6044545,-5.29858,-0.22630905,82068159,,
ILMN_1857118,8.53E-02,3.04E-02,-2.6043434,-5.29875,-0.20319881,13711886,LINC01326,long intergenic non-protein coding RNA 1326
ILMN_1894878,8.54E-02,3.04E-02,-2.6037134,-5.29976,-0.35718037,30756224,,
ILMN_1807159,8.54E-02,3.04E-02,-2.6036195,-5.29992,-0.20256472,12965173,TAS2R8,taste 2 receptor member 8
ILMN_1810214,8.54E-02,3.04E-02,2.6035374,-5.30005,1.09676314,558695422,JUND,"JunD proto-oncogene, AP-1 transcription factor subunit"
ILMN_1731598,8.54E-02,3.04E-02,-2.6034022,-5.30026,-0.20201819,313661400,DEFB118,defensin beta 118
ILMN_1672767,8.54E-02,3.04E-02,2.6033219,-5.30039,0.38477976,222352157,AGBL3,ATP/GTP binding protein like 3
ILMN_1713105,8.54E-02,3.04E-02,2.6033205,-5.3004,0.2064257,NA,,
ILMN_1732374,8.54E-02,3.04E-02,2.6029318,-5.30102,0.44129261,NA,,
ILMN_1815988,8.54E-02,3.04E-02,-2.6028598,-5.30113,-0.30473108,NA,,
ILMN_1760363,8.54E-02,3.05E-02,2.6027895,-5.30125,0.24322789,576796373,,
ILMN_1755942,8.55E-02,3.05E-02,2.6024854,-5.30174,0.2746281,307691231,FFAR4,free fatty acid receptor 4
ILMN_1723735,8.55E-02,3.05E-02,-2.602412,-5.30185,-0.3679972,NA,,
ILMN_1862562,8.55E-02,3.05E-02,-2.6023323,-5.30198,-0.18972867,10363086,,
ILMN_1796887,8.55E-02,3.05E-02,2.6022432,-5.30212,0.24969861,62988358,DCAF8L1,DDB1 and CUL4 associated factor 8 like 1
ILMN_1903077,8.55E-02,3.05E-02,2.6020556,-5.30243,0.24449139,31673964,,
ILMN_1756877,8.55E-02,3.05E-02,2.6019413,-5.30261,0.67718703,156523261,IFT43,intraflagellar transport 43
ILMN_2085933,8.56E-02,3.05E-02,-2.6014262,-5.30344,-0.290734,52317163,OR1J1,olfactory receptor family 1 subfamily J member 1
ILMN_1777658,8.56E-02,3.05E-02,2.6013446,-5.30357,0.25407623,NA,,
ILMN_1790603,8.56E-02,3.05E-02,2.6011271,-5.30392,0.35168356,344179095,ATPAF1,ATP synthase mitochondrial F1 complex assembly factor 1
ILMN_1886695,8.56E-02,3.05E-02,-2.6009551,-5.30419,-0.27893051,2899481,,
ILMN_1811195,8.56E-02,3.05E-02,-2.6007967,-5.30445,-0.66336012,1016470359,ZNF211,zinc finger protein 211
ILMN_1793476,8.56E-02,3.05E-02,-2.6007842,-5.30447,-0.52872659,47132586,PRKCDBP,protein kinase C delta binding protein
ILMN_1738674,8.56E-02,3.05E-02,2.6007619,-5.3045,0.3283995,730229358,TRPV5,transient receptor potential cation channel subfamily V member 5
ILMN_2261784,8.56E-02,3.06E-02,-2.6006765,-5.30464,-0.84163786,544583472,CCNY,cyclin Y
ILMN_1851396,8.57E-02,3.06E-02,-2.6003743,-5.30512,-0.30383336,27833860,,
ILMN_1746492,8.57E-02,3.06E-02,2.6003588,-5.30515,0.3236454,374074935,IFT27,intraflagellar transport 27
ILMN_1779373,8.57E-02,3.06E-02,-2.6003043,-5.30524,-0.36050297,21396482,HIST1H2BF,"histone cluster 1, H2bf"
ILMN_1704204,8.57E-02,3.06E-02,-2.6002534,-5.30532,-0.2555378,NA,,
ILMN_1700112,8.57E-02,3.06E-02,-2.6000794,-5.3056,-0.22002557,NA,,
ILMN_1676277,8.57E-02,3.06E-02,2.600013,-5.3057,0.27571608,NA,,
ILMN_1811328,8.57E-02,3.06E-02,-2.599914,-5.30586,-0.88611357,62420887,DPP7,dipeptidyl peptidase 7
ILMN_1756723,8.57E-02,3.06E-02,-2.599808,-5.30603,-0.43007472,62420887,DPP7,dipeptidyl peptidase 7
ILMN_1856634,8.57E-02,3.06E-02,2.5997954,-5.30605,1.27671807,31873797,NFIA,nuclear factor I A
ILMN_1652819,8.57E-02,3.06E-02,-2.5996715,-5.30625,-0.40618534,260763983,OPA3,"optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia)"
ILMN_1866244,8.57E-02,3.06E-02,2.5996178,-5.30634,0.39890226,14069372,,
ILMN_1835979,8.57E-02,3.06E-02,-2.5995414,-5.30646,-0.28008966,18974735,,
ILMN_1670385,8.57E-02,3.06E-02,2.5993974,-5.30669,0.40450847,285395212,TUBAL3,tubulin alpha like 3
ILMN_1850115,8.57E-02,3.06E-02,2.5993474,-5.30677,0.28737065,27846622,,
ILMN_1666494,8.57E-02,3.06E-02,-2.599249,-5.30693,-1.50279058,358356430,CRK,"CRK proto-oncogene, adaptor protein"
ILMN_1685544,8.58E-02,3.06E-02,-2.5989507,-5.30741,-0.26691949,NA,,
ILMN_1817168,8.58E-02,3.06E-02,-2.5988541,-5.30756,-0.17627719,31583424,,
ILMN_1792947,8.58E-02,3.06E-02,2.5988241,-5.30761,0.6158758,63252914,ESCO2,establishment of sister chromatid cohesion N-acetyltransferase 2
ILMN_1896139,8.58E-02,3.06E-02,-2.598816,-5.30762,-0.18781112,2270561,,
ILMN_1889228,8.58E-02,3.06E-02,-2.5987806,-5.30768,-0.26090374,2106649,,
ILMN_1860525,8.58E-02,3.06E-02,2.5987736,-5.30769,0.19312875,32045642,,
ILMN_1708183,8.58E-02,3.07E-02,2.5985494,-5.30805,0.23207159,162809333,PZP,"PZP, alpha-2-macroglobulin like"
ILMN_1824665,8.58E-02,3.07E-02,-2.5984727,-5.30818,-0.20727946,32180070,TMEM229A,transmembrane protein 229A
ILMN_1682960,8.58E-02,3.07E-02,2.5984693,-5.30818,0.47434705,301898112,DTNBP1,dystrobrevin binding protein 1
ILMN_1816251,8.58E-02,3.07E-02,2.5983469,-5.30838,0.53919247,34365179,,
ILMN_1823850,8.58E-02,3.07E-02,-2.5982919,-5.30847,-0.48022512,13723688,,
ILMN_1656145,8.58E-02,3.07E-02,-2.598216,-5.30859,-0.33068453,197304792,GOT1,glutamic-oxaloacetic transaminase 1
ILMN_1704376,8.58E-02,3.07E-02,2.5980494,-5.30885,0.41046476,98986320,GLDN,gliomedin
ILMN_1826644,8.59E-02,3.07E-02,-2.5978224,-5.30922,-0.17619715,5747032,,
ILMN_1726359,8.59E-02,3.07E-02,-2.5975334,-5.30968,-0.36629626,209977004,NECAP1,NECAP endocytosis associated 1
ILMN_1820212,8.59E-02,3.07E-02,-2.5974064,-5.30989,-0.33950043,51587175,LINC01081,long intergenic non-protein coding RNA 1081
ILMN_1753823,8.60E-02,3.07E-02,-2.5969484,-5.31062,-0.71211253,19923714,IL17D,interleukin 17D
ILMN_1795340,8.60E-02,3.08E-02,2.5965698,-5.31123,0.26461344,296434314,TMPO,thymopoietin
ILMN_2199971,8.60E-02,3.08E-02,2.5965441,-5.31127,0.22819573,52627161,OR5M8,olfactory receptor family 5 subfamily M member 8
ILMN_1876308,8.60E-02,3.08E-02,-2.5965413,-5.31127,-0.26661619,11948065,,
ILMN_1915722,8.60E-02,3.08E-02,-2.5963952,-5.31151,-0.24592336,6576086,,
ILMN_1912686,8.60E-02,3.08E-02,2.596066,-5.31204,0.25508652,19728512,,
ILMN_1831073,8.61E-02,3.08E-02,-2.5958476,-5.31239,-0.18680038,50718514,PKNOX2-AS1,PKNOX2 antisense RNA 1 (head to head)
ILMN_1686410,8.61E-02,3.08E-02,-2.5957895,-5.31248,-0.21789211,NA,,
ILMN_1849653,8.61E-02,3.08E-02,-2.5957397,-5.31256,-0.26838029,28277113,CELF2-AS2,CELF2 antisense RNA 2
ILMN_1651817,8.61E-02,3.08E-02,2.5952668,-5.31332,0.96737686,1002341788,GRIK1,glutamate ionotropic receptor kainate type subunit 1
ILMN_1760369,8.62E-02,3.08E-02,-2.5950447,-5.31368,-0.28935652,61744443,TSSK3,testis specific serine kinase 3
ILMN_1812799,8.62E-02,3.08E-02,-2.5949586,-5.31381,-0.32361485,1027853468,DSG4,desmoglein 4
ILMN_1841384,8.62E-02,3.08E-02,-2.5946183,-5.31436,-0.23309879,5743194,,
ILMN_1729842,8.62E-02,3.08E-02,2.5945933,-5.3144,0.21561912,283046747,C11orf42,chromosome 11 open reading frame 42
ILMN_1810528,8.62E-02,3.09E-02,-2.5945385,-5.31449,-0.25886014,NA,,
ILMN_1723212,8.62E-02,3.09E-02,2.5944296,-5.31466,0.56911939,194239695,SRSF3,serine and arginine rich splicing factor 3
ILMN_1902765,8.62E-02,3.09E-02,2.5943497,-5.31479,0.24608469,2115018,,
ILMN_1734679,8.62E-02,3.09E-02,-2.5942079,-5.31502,-0.31728932,NA,,
ILMN_1834657,8.62E-02,3.09E-02,-2.5940786,-5.31523,-0.18658997,1318051,,
ILMN_1804885,8.62E-02,3.09E-02,-2.5940563,-5.31526,-0.26531255,NA,,
ILMN_1804207,8.62E-02,3.09E-02,-2.5938768,-5.31555,-0.70584098,22547135,MRPL4,mitochondrial ribosomal protein L4
ILMN_1858521,8.62E-02,3.09E-02,-2.5938434,-5.3156,-0.22443184,5636374,,
ILMN_1687612,8.62E-02,3.09E-02,-2.5938192,-5.31564,-0.2337491,116284371,PPARG,peroxisome proliferator activated receptor gamma
ILMN_1731928,8.63E-02,3.09E-02,2.5935863,-5.31602,0.49550616,387763647,LY9,lymphocyte antigen 9
ILMN_1914765,8.63E-02,3.09E-02,2.5935204,-5.31612,0.20422172,11019957,,
ILMN_1773470,8.63E-02,3.09E-02,-2.5935001,-5.31615,-1.09884662,47132531,ST5,suppression of tumorigenicity 5
ILMN_1763739,8.63E-02,3.09E-02,-2.5929279,-5.31707,-0.34675268,41406087,CAPN15,calpain 15
ILMN_1867844,8.64E-02,3.09E-02,2.5926107,-5.31758,0.2538909,6568846,,
ILMN_1904952,8.65E-02,3.10E-02,2.5919271,-5.31868,0.25547419,27879243,,
ILMN_1689635,8.65E-02,3.10E-02,2.5918995,-5.31872,0.31680845,313760589,FSCN3,fascin actin-bundling protein 3
ILMN_1795881,8.65E-02,3.10E-02,2.5917541,-5.31895,0.18580398,NA,,
ILMN_1845312,8.65E-02,3.10E-02,-2.5914522,-5.31944,-0.28238763,5753763,,
ILMN_1737818,8.65E-02,3.10E-02,-2.5914443,-5.31945,-0.42330831,555290069,C12orf43,chromosome 12 open reading frame 43
ILMN_1677979,8.65E-02,3.10E-02,-2.5914204,-5.31949,-0.2847901,NA,,
ILMN_1693114,8.65E-02,3.10E-02,2.591281,-5.31971,0.23868977,197304673,SPAG17,sperm associated antigen 17
ILMN_1699160,8.65E-02,3.10E-02,2.5912733,-5.31973,0.54038043,21614549,ITK,IL2 inducible T-cell kinase
ILMN_1751403,8.65E-02,3.10E-02,2.5912449,-5.31977,0.60456409,1022438505,NUDT15,nudix hydrolase 15
ILMN_1851962,8.65E-02,3.10E-02,2.5911054,-5.32,0.27297395,5053731,,
ILMN_1663252,8.65E-02,3.10E-02,2.5909952,-5.32017,0.249416,NA,,
ILMN_1784349,8.66E-02,3.10E-02,-2.590851,-5.3204,-0.32593212,NA,,
ILMN_1893466,8.66E-02,3.11E-02,-2.59047,-5.32101,-0.22062441,6700299,,
ILMN_1658874,8.67E-02,3.11E-02,-2.5896099,-5.32239,-0.34969568,302191680,UBE2Z,ubiquitin conjugating enzyme E2 Z
ILMN_1728478,8.68E-02,3.11E-02,2.5891145,-5.32319,1.66853625,568599835,CXCL16,C-X-C motif chemokine ligand 16
ILMN_1678150,8.68E-02,3.11E-02,2.5890649,-5.32327,0.41081552,50233849,OR6S1,olfactory receptor family 6 subfamily S member 1
ILMN_1764469,8.68E-02,3.11E-02,2.5886989,-5.32386,0.27976141,NA,,
ILMN_1701165,8.68E-02,3.11E-02,-2.5886967,-5.32386,-0.42428715,557357766,BCL7C,BCL tumor suppressor 7C
ILMN_1662026,8.69E-02,3.12E-02,2.5883456,-5.32442,0.31877301,213385292,BTK,Bruton tyrosine kinase
ILMN_2143566,8.69E-02,3.12E-02,2.5882353,-5.3246,0.71169751,153252200,SLC39A6,solute carrier family 39 member 6
ILMN_2312606,8.69E-02,3.12E-02,-2.5881308,-5.32477,-0.85923359,629266056,IRF5,interferon regulatory factor 5
ILMN_1752648,8.69E-02,3.12E-02,2.5879112,-5.32512,0.21973429,238550171,HTN3,histatin 3
ILMN_1884827,8.69E-02,3.12E-02,2.5877671,-5.32535,0.23527476,27838262,,
ILMN_1658634,8.69E-02,3.12E-02,-2.587761,-5.32536,-0.2962552,NA,,
ILMN_1750167,8.69E-02,3.12E-02,2.5876678,-5.32551,0.49831374,283806651,PRR3,proline rich 3
ILMN_1851092,8.69E-02,3.12E-02,-2.587587,-5.32564,-0.27897056,58567112,,
ILMN_1709650,8.69E-02,3.12E-02,-2.5875586,-5.32568,-1.729119,NA,,
ILMN_1849132,8.69E-02,3.12E-02,2.5873991,-5.32594,0.18283167,83080525,LOC100130768,uncharacterized LOC100130768
ILMN_1891924,8.69E-02,3.12E-02,2.5872951,-5.32611,0.23513982,8363958,,
ILMN_1751171,8.69E-02,3.12E-02,2.5872869,-5.32612,0.57257439,731441390,IRF2BP1,interferon regulatory factor 2 binding protein 1
ILMN_1720703,8.69E-02,3.12E-02,-2.5871729,-5.3263,-1.26882989,223718111,SLC25A3,solute carrier family 25 member 3
ILMN_1876677,8.69E-02,3.12E-02,-2.5871504,-5.32634,-0.27213389,15940207,,
ILMN_1661809,8.69E-02,3.12E-02,2.587094,-5.32643,0.53606341,338797740,PRRG4,proline rich and Gla domain 4
ILMN_2171295,8.69E-02,3.12E-02,2.5870937,-5.32643,0.50240949,560231605,CDK14,cyclin dependent kinase 14
ILMN_1904630,8.70E-02,3.12E-02,2.5868493,-5.32682,0.23128827,27823650,,
ILMN_1722769,8.70E-02,3.13E-02,2.5864048,-5.32753,0.23282671,310923204,UNG,uracil DNA glycosylase
ILMN_1651396,8.70E-02,3.13E-02,-2.5862922,-5.32772,-0.17095684,NA,,
ILMN_1820879,8.70E-02,3.13E-02,-2.5861142,-5.328,-0.28035574,21732373,CALML3-AS1,CALML3 antisense RNA 1
ILMN_1655161,8.70E-02,3.13E-02,2.5861136,-5.328,0.34074081,666637970,MORN1,MORN repeat containing 1
ILMN_1759419,8.70E-02,3.13E-02,-2.5860905,-5.32804,-0.33319734,523567544,ILVBL,ilvB acetolactate synthase like
ILMN_1701483,8.71E-02,3.13E-02,2.5858207,-5.32847,0.42659331,56699493,SYP,synaptophysin
ILMN_1743870,8.71E-02,3.13E-02,-2.585596,-5.32883,-0.18465131,429535820,KIF27,kinesin family member 27
ILMN_1704431,8.71E-02,3.13E-02,2.5855071,-5.32897,0.38554875,NA,,
ILMN_1652065,8.71E-02,3.13E-02,2.5854563,-5.32906,0.97183884,449784900,KCNMB1,potassium calcium-activated channel subfamily M regulatory beta subunit 1
ILMN_1667362,8.71E-02,3.13E-02,2.5851643,-5.32952,0.22705097,124294885,GABRB2,gamma-aminobutyric acid type A receptor beta2 subunit
ILMN_1841476,8.71E-02,3.13E-02,2.5850949,-5.32964,0.38581272,83105706,LOC100131315,uncharacterized LOC100131315
ILMN_1711573,8.71E-02,3.13E-02,2.5850386,-5.32973,0.67082469,93141044,CD96,CD96 molecule
ILMN_1691693,8.71E-02,3.13E-02,2.5849251,-5.32991,0.37117367,NA,,
ILMN_1660900,8.71E-02,3.13E-02,2.584922,-5.32991,0.30429681,95007008,SNORA7B,"small nucleolar RNA, H/ACA box 7B"
ILMN_1653437,8.72E-02,3.13E-02,-2.5848039,-5.3301,-0.24954923,NA,,
ILMN_1665417,8.72E-02,3.14E-02,-2.5843927,-5.33076,-0.28943866,NA,,
ILMN_1916822,8.72E-02,3.14E-02,2.5841985,-5.33107,0.42443037,27878712,,
ILMN_1898697,8.72E-02,3.14E-02,-2.5840752,-5.33127,-0.24766585,2397227,,
ILMN_1759325,8.72E-02,3.14E-02,-2.5840599,-5.3313,-0.36174978,NA,,
ILMN_1708428,8.72E-02,3.14E-02,-2.5840324,-5.33134,-0.17039309,40385872,GPR150,G protein-coupled receptor 150
ILMN_1744795,8.72E-02,3.14E-02,-2.5839787,-5.33143,-0.69499709,213021184,TBL1X,transducin (beta)-like 1X-linked
ILMN_1717099,8.72E-02,3.14E-02,-2.5839688,-5.33144,-0.22747046,5174424,DSCR3,DSCR3 arrestin fold containing
ILMN_1917334,8.73E-02,3.14E-02,-2.5837804,-5.33174,-0.24703239,17163539,,
